"Ex1","Ex2","Ex3","Ex4"
1693,10916,1828,27525
2382,13411,1623,32423
1857,12522,1694,16836
2171,11729,2201,21838
1760,12053,1826,22684
2130,12073,1942,31136
2121,11603,1599,7401
1685,13026,2507,22537
2375,12426,1707,22535
2169,13464,1790,23431
1781,13376,1872,8478
1803,12092,1829,27043
2127,12978,1781,7014
1797,11974,1865,6893
1678,12366,2099,6326
1777,12581,2143,25817
2332,12657,1738,18041
2148,12021,1728,24250
1881,11038,2427,25503
1918,12197,1996,25895
1871,12996,1825,26589
2390,10927,1711,25004
1942,12884,1680,19637
1699,25637,2139,6708
2207,10922,2078,26710
2189,12305,2050,6073
2566,11705,1671,35327
1711,11490,1893,7266
1969,12028,1787,31887
1643,12292,1837,21852
1977,12078,1908,7402
1894,14892,1866,7533
1722,12136,1760,23233
1911,12095,2224,29187
2114,11601,1816,26620
1748,40057,1565,26633
2363,31314,1992,26210
2473,12265,1805,7332
1805,11620,1756,7334
1891,33071,1704,6727
1719,11720,2093,28439
2125,13698,1897,26775
1817,11784,1788,23626
1704,38667,1929,19048
2318,13004,1699,32693
1898,11493,1799,22952
1768,11893,1825,17601
2166,11769,2174,28523
1880,40804,1814,20100
1949,14841,1638,8555
1898,11274,1865,6687
1941,13244,1870,28772
1667,12433,1683,35376
2731,11839,1780,25977
1766,12276,1929,31378
1721,11538,1782,26444
1818,12442,2140,24706
1771,39783,1738,23911
1850,11744,1714,16635
1764,11660,1702,20402
1874,11358,1879,22526
2430,13387,2162,7048
1849,14364,1928,6510
1768,12724,1718,7185
1872,13240,1730,6723
1747,15603,1851,23722
1764,11528,1959,27323
1921,12254,1665,29209
25070,11607,1583,6473
2022,11932,1746,6142
1866,12078,1973,28864
1520,12918,1780,16577
1890,10910,1959,22115
1735,11735,1664,24881
2052,12903,1761,7027
2124,11969,1861,23118
1673,19241,1860,23803
2374,32151,1761,21710
1763,13176,2054,7192
1613,12037,1935,7180
1720,12831,1760,28373
1695,13648,1666,26562
1769,10529,2143,7338
1791,12304,2081,5991
1753,11618,1993,29182
1932,35280,1788,25377
1786,11091,1905,6905
1859,11925,1738,7123
2283,11497,1666,22200
2584,11989,2302,7693
2053,12113,2294,16120
1870,26856,2112,17580
2372,12140,1937,6715
1707,35076,1891,23157
2296,12374,1885,26201
1976,11453,1686,24190
1764,13367,2221,18498
2236,12810,1682,30459
1767,11740,1926,29567
1759,12826,1788,7091
1917,12864,1780,32107
2300,13073,2057,22496
1923,12632,2026,29748
1858,12803,2188,6382
2099,12759,1920,27724
1752,11682,2018,33331
1703,13149,1718,21973
1902,21991,2257,7313
1573,38289,1698,5431
2429,13339,1757,25429
1712,12821,2082,21875
2365,12082,1915,25003
1854,36492,2021,6279
1950,12426,1957,6887
1983,11968,1789,34019
1856,11785,1934,35203
24162,27309,1678,26919
2414,12255,1697,6932
1834,11738,1656,22431
1832,11969,1789,7380
1937,12576,1698,23166
1878,13941,1676,22391
1834,11961,2503,7634
1803,12188,1810,29165
1880,11348,1637,24160
2294,12293,1875,7508
1823,12413,2023,24972
1949,12717,1700,7107
1825,12665,1859,21964
1972,41827,1728,5978
2151,11703,1758,15557
2143,12714,2353,37395
2462,11604,1673,16883
1902,11937,1921,23617
1774,43753,1968,24263
1953,11569,1808,23671
1828,11417,1883,27804
1766,12875,1969,7888
1848,12831,1608,23009
1950,34309,2089,26830
1820,11972,1932,7354
1679,12458,1853,5968
1826,42236,1760,19437
1744,11828,1914,23505
1846,12893,2110,7239
1870,12138,2119,23413
1816,12335,1826,22673
2021,14518,1703,6941
1828,12345,1899,7104
1752,40189,2129,24099
2323,15059,1654,7496
1935,14221,1670,19943
2121,11868,1802,7302
2201,13079,2003,21934
1804,44204,1883,7080
1699,11229,1648,22630
1787,11398,1713,28576
2213,39068,1660,6011
1929,30172,2044,21087
1844,13696,1734,21584
1853,13714,1717,26748
2482,35599,2246,6296
2425,11749,1747,7556
1944,14500,1838,27568
1890,13044,1938,7583
2232,41003,1959,24691
1976,12507,2224,7194
1727,12866,1745,25715
1831,11962,1774,26224
1952,14540,1826,20223
1844,12842,1970,6944
1928,14995,1730,7983
1661,11373,2285,23702
1620,11713,1663,22469
1861,12089,1752,6919
1798,11666,1686,25340
2353,11852,1912,25868
2032,27765,1729,26701
1928,11556,1625,22197
1774,12100,1779,6927
1818,11990,1713,7233
1975,11918,1837,24806
1661,14128,1727,26998
1921,11918,1787,7280
1818,12349,2116,23532
2062,11804,2436,23581
2463,38368,1703,25894
1900,30433,1812,6300
2199,12454,1700,29820
1829,12203,1685,6987
1665,12740,1776,6964
2085,40921,1569,22243
2236,13910,1808,7152
1586,38826,1957,22724
1811,39793,1862,6019
1707,39357,1858,23945
1923,12887,1711,6459
2250,11740,1656,25143
1930,39616,1876,6619
1745,12066,2398,6794
1772,11958,1717,27488
1810,12618,2054,34686
2380,38600,1715,26413
2159,12981,1859,25399
1802,11160,1705,20269
1983,12232,2167,25084
1803,12134,1996,33954
2074,37725,1814,24761
1764,32200,1785,29350
1895,11804,2055,25548
1731,12370,1747,19143
1956,11303,1847,19777
1999,12594,1835,7445
1673,12344,1650,33857
1910,11937,1923,23803
1945,12945,1799,7278
1923,33494,2502,22185
1747,11308,1805,21879
1847,26876,1724,23086
1736,25128,1650,6807
1741,14605,1734,23205
1813,12973,1588,7729
1724,13761,1797,7072
1971,11996,2575,7266
1847,12140,1789,23941
1809,11677,1712,7428
1898,12472,1904,28684
1901,11776,2184,26154
2255,11107,2487,27759
1931,12712,1752,25828
2648,12261,1741,35453
1844,40290,1601,30959
1703,12185,1664,25954
1768,12456,1748,23870
1650,11661,1926,26955
1812,34911,1816,19223
1679,35046,1786,18842
1801,37150,1820,6312
1780,12408,1666,24543
1873,12443,2381,25601
2007,12795,24760,7609
1973,12090,1752,6899
1753,36639,2214,17565
2348,12516,1829,31355
2198,11830,2468,21780
1700,13979,2568,20032
1748,40368,1795,23520
1853,11809,1821,7422
1884,12924,1784,7304
2377,15248,2110,24711
1969,37092,1989,22981
2201,27996,1976,26637
1934,11947,2104,22904
2177,14288,1918,8010
1794,12995,1877,25966
1937,12537,1950,20868
2416,11411,2255,12638
2356,38681,1668,27514
2230,12288,1790,20870
1746,12458,1710,7610
1895,11979,1842,14567
1972,12334,1636,24968
1916,12967,1914,23302
1862,12062,1706,24088
1745,41399,1761,22288
1683,12114,1851,24830
2858,13168,1889,27221
1800,12829,1862,6272
1929,40728,1684,19651
1777,11789,2179,6076
2212,12753,1830,24022
1787,13240,1752,24131
1734,13246,2013,7589
1769,12806,1744,7828
1894,12508,1828,22019
1908,12813,2024,25744
2178,12460,1736,26899
2377,40063,1711,22314
2370,12324,1906,24173
1755,14747,1723,21871
1724,12042,3071,26205
2318,12383,1774,27055
1857,14314,2530,22841
1861,12928,1532,38472
1655,12361,1923,36660
1961,11770,1780,25906
1831,12179,1785,21241
2392,11880,1981,27839
1838,12891,1878,27798
1851,38035,1880,6378
2282,12900,1849,7214
1838,39505,1749,27609
2430,12191,1718,7099
2156,36763,2504,16955
1760,12139,1905,34014
2382,14497,1724,7958
1826,12216,2052,24174
1806,12096,1729,26918
1816,11390,2180,19637
2126,42622,1811,23222
2592,10848,2132,20889
1862,12788,1836,7316
1560,12234,1851,25743
1683,11573,1799,22058
1745,11691,1863,20523
1893,11505,2138,32805
1711,12103,1859,28527
1766,35489,1766,21031
3053,11881,1860,7681
1965,37194,1885,28260
1855,12572,1787,34577
1746,12154,1717,24990
1818,13059,2060,6607
2184,11905,1715,21960
1732,11292,1604,29742
1802,11582,1740,21439
2503,13296,1848,24320
2568,12389,1763,28330
1748,13706,1758,25669
1649,14433,1862,22759
2308,39114,1897,23483
1887,12999,1919,7705
2088,12502,1851,35760
1943,12353,2246,23309
1777,12128,2174,26735
1632,38416,2087,6811
1912,12178,2067,25696
2542,23106,1809,7267
1797,32889,1709,22742
1856,12576,1906,26532
1735,10794,1828,20062
1662,12343,2317,26202
1834,12273,1825,7418
1645,39059,1953,6624
1658,12797,1906,27448
2304,12198,1571,34332
1728,13203,2125,7429
2138,32244,1759,31940
1896,11779,1823,26539
2257,39428,1759,5922
1779,12227,1717,7405
1724,15149,2050,7750
2022,11990,1749,25241
1807,14759,1579,24751
1719,39537,1702,25616
1727,12545,1923,7460
2053,11348,2098,19369
1875,11851,1644,6635
2426,12453,1658,24454
1773,12560,1954,25412
1817,37402,1667,19294
1826,12196,2305,25707
2711,14040,1740,17428
1742,37389,2429,6017
2053,11903,1737,33408
2426,11337,1798,25637
1679,44508,1826,5099
1712,11830,1807,6991
1695,12723,1873,27000
2382,13027,2372,27120
1792,36326,1806,20716
1692,12224,1697,23878
1718,11804,1865,19071
2212,12320,1731,7705
2672,31498,1673,23707
2167,12667,1708,29761
1807,11931,2252,28567
2505,13287,1692,20453
1858,12864,1926,27140
1615,13853,2106,26157
1907,12812,1627,29607
1763,11749,1738,7734
1719,40874,1894,6004
1868,36673,1849,23715
1668,11697,1702,33811
1841,11990,2205,6433
2234,10678,1746,24795
1796,42766,1899,22431
1707,12237,1673,28513
1709,12025,1933,7218
1695,34192,1824,6878
1743,11806,1794,26088
1781,14734,1707,28821
1697,12112,2482,23489
1748,12087,1750,27866
1851,40689,2273,6388
1792,11792,1738,21092
1891,11668,2139,24045
1763,33314,1701,18531
1680,13230,2270,31062
2111,11334,1801,21540
1750,39168,1808,17597
2188,14531,2123,25806
1624,40261,1830,25165
1875,12333,1897,22786
1764,10683,1534,25732
1818,12821,1987,24306
1956,41440,1826,6348
1952,38009,1923,18868
1818,11237,1809,24538
1879,11737,1617,7057
2599,11646,1908,24510
1805,13141,1770,21652
1907,13705,1816,23490
1753,12976,1896,23303
1747,11597,1840,26021
2498,11991,1844,23530
2092,13820,1781,6276
1833,37351,1798,21252
2419,12167,2668,6386
2476,13317,1765,24679
1734,11043,1972,23538
2300,11995,1827,34123
1724,12063,1850,21604
2043,12456,1677,25114
1877,11673,1874,23957
1780,39565,1778,20413
1941,40694,2375,7158
1790,12249,2230,7320
1869,12480,1970,21322
1715,12498,1690,28825
1997,11917,1855,20369
2101,11876,1808,7155
1881,12574,2546,33898
2148,11918,1983,28552
1874,12184,1740,27246
1542,12252,2131,23866
1781,12047,1859,25062
1875,14109,1916,7491
1922,12468,1681,25610
2081,35616,2123,23183
1877,42258,1757,20447
2235,13477,1976,7011
2417,30599,1788,24160
2249,11386,1831,27601
1858,29560,2304,27750
1715,12590,1923,6947
1882,34144,1707,23046
2572,12293,2207,24000
1931,12963,1611,7046
1951,13205,2093,24788
2067,12888,1915,24866
1800,11722,1823,25450
2356,12009,1721,31038
1985,15426,1762,7069
1921,14207,1854,21979
1790,11994,2340,25535
1653,10501,1744,25847
2280,11507,1682,28855
1807,13466,1955,23661
1790,40080,1892,6667
1940,11690,1914,24110
2338,17395,1820,23479
2169,13038,1977,21681
1806,12443,1950,27606
1774,12568,1734,6823
1944,12540,1824,23410
2370,11578,1583,24662
1565,36484,1694,21797
2055,11911,2693,20645
1952,15037,1566,24279
1894,37627,2023,14342
1697,40792,2054,28369
2210,36934,1662,22989
1727,11631,1717,23042
1695,11486,1738,27038
2170,11969,1842,29002
1940,43298,1987,11174
1737,11801,2008,13578
2114,12153,1660,7172
1755,11967,1811,6578
1786,11710,1687,27556
1922,12522,2079,6799
1746,13426,2136,7936
1904,12083,1679,6931
1652,12462,1734,7702
2324,12633,1966,19485
1830,34021,2200,19134
1785,11751,2142,28009
1985,12509,1723,6237
1818,33215,1737,25121
1945,35334,1747,24992
1975,11880,2366,33591
1791,13607,1741,6513
1803,15824,1785,7831
2278,11138,1675,23298
1578,11859,1802,7132
1648,12601,2252,20755
1890,13204,2084,7289
1734,39223,1779,13038
1730,13451,1976,25165
1985,13129,1860,21345
2456,12181,1476,25500
1890,38502,1734,6473
1790,12270,1693,7116
1752,12024,1821,28264
1641,11178,1831,25700
1081,11704,1875,25385
2260,40530,1907,27336
1822,32660,1769,7046
1850,12053,1778,26136
1863,12081,1735,7166
2132,11377,1803,34718
2095,39745,1724,23977
1868,12982,1836,27744
1808,13625,1702,20254
2366,12367,1831,7038
1802,12816,1733,23784
2172,12549,1704,7588
1861,11522,1855,7330
1647,11850,1736,23035
2019,13940,1857,27420
1842,12821,1862,27245
1792,11806,2498,24023
1749,30233,1881,6980
2087,11176,1822,25356
1891,11698,1883,26488
1731,14149,1816,7413
2343,12671,1795,8553
1915,12591,1781,6873
1873,30491,1684,6518
1960,38949,1699,20925
1851,13747,1761,6709
1752,11733,1886,27835
1699,11435,2033,6098
1839,36493,1773,23947
1927,12829,1911,36376
1916,12901,1814,34043
2208,12719,1844,7141
1817,12908,1705,37309
1559,11879,2200,25262
1883,11877,1695,6174
2124,12082,2091,34421
2236,35289,1864,6025
1819,12361,1723,34664
1723,12812,1690,6738
2198,12087,2284,6670
1822,12428,1711,36112
1906,12080,2216,22523
2386,11278,1602,24763
1676,12696,1786,24200
1771,12071,1769,37040
1843,11052,1796,31542
1981,37013,1627,5888
1680,11441,1654,7512
1981,11709,1739,22591
1676,11930,1749,6779
1750,36638,2748,24744
1700,39420,2043,5677
1698,11922,2166,24496
1655,11982,2257,35757
1642,11355,1656,25602
1787,12053,2109,27382
2209,14223,1830,23844
2637,12165,1858,22480
2084,12863,1689,24103
1725,12615,1971,34065
1728,13017,1987,26945
2104,37970,1956,18059
2214,38708,1819,27176
1720,11395,2334,7310
1667,41600,1644,5710
1792,12090,1797,21006
1930,12498,1768,24362
2144,41992,1887,6370
1816,12424,1926,6288
1966,12551,2522,15761
2538,12293,2402,7759
1656,34179,1630,24282
2335,38694,1727,6285
1812,27323,1790,6977
1784,13912,1588,31415
1825,12919,1643,6568
1699,11649,1832,21403
2134,10740,1877,25803
1900,11706,1986,23738
1814,13419,1783,6528
1804,11902,1643,26500
1698,11845,1819,28713
1856,12053,1772,6772
1915,42447,2143,24675
1749,12404,2285,35128
1713,12673,2161,7364
1725,11945,1698,25733
1777,35823,1742,20660
1721,40657,1697,7192
1798,12087,1723,21091
1942,39570,1917,18400
2243,37862,1740,26279
1831,35398,1772,25339
1866,12498,1659,7123
1757,10881,1828,23211
1733,13003,15414,7208
1828,11493,1821,36137
1873,14265,1713,28351
1940,36133,1949,23895
1884,11739,1969,26768
2097,31560,1948,6940
1782,35663,1645,22495
1782,13340,2488,25209
1945,13658,2174,23068
1890,12246,1670,29214
1549,33762,1847,6616
1837,15801,1714,7045
1694,13128,1673,6983
1824,10602,1914,26133
1829,35429,1733,15647
2543,12256,1664,33901
1870,37448,1760,7372
2298,12212,2381,36457
2536,12068,1694,7415
1851,11749,2256,23128
1834,12098,1817,27052
1782,11901,1994,30945
1832,20590,1730,7148
1728,12355,1768,7396
1827,33757,2201,18742
1675,11698,2122,14830
1747,11929,2063,28603
2155,42145,1763,22525
1782,11910,30316,33520
1859,11724,1776,26636
2028,12413,1590,32195
1906,11777,1727,35308
1680,11352,2218,31840
1860,31859,1734,24345
2147,11926,2530,26042
1781,12084,1790,22525
1924,11882,1922,34826
1603,13052,1683,7120
2444,14090,1626,19430
1897,36564,2573,21616
1931,12028,2015,26117
2483,12307,1775,24158
1798,12690,2064,7125
1689,13332,1729,15994
1847,11379,1751,31567
1939,40180,1973,23956
1978,12742,1835,26349
2437,11844,1902,24792
1781,11777,1841,28928
1720,12965,1974,21375
1770,30024,1966,24422
1691,12597,1632,20301
1693,11782,1817,7000
2164,35976,1847,6451
1662,12149,2097,33480
1884,12221,2228,24936
1693,11964,1975,33629
2081,12605,1708,24778
1864,37934,2009,21166
2133,13019,2053,23844
1800,37733,1885,19197
1792,12982,1686,26484
1815,11182,1865,27421
1802,12521,1931,7291
1749,12099,1899,29244
2391,12280,1765,7148
1904,13437,1628,27982
2087,12080,1582,6432
2792,11449,1768,32471
1993,11921,1527,27246
1921,38922,1888,5766
2010,12171,1664,6662
1730,43907,1815,25240
2435,40108,1981,24544
1676,11204,1770,20355
1751,11956,1827,24962
1714,11511,1702,19379
1886,12569,2080,7314
1530,24516,2247,7387
1786,35628,1761,6619
2035,11878,1959,7898
1584,11815,1964,33014
1769,12091,1870,7114
1754,13984,1684,7940
2207,11768,1807,23473
1831,12432,1758,29511
1873,24940,1934,7211
1851,12024,1694,7505
1767,12649,1673,24072
2196,41999,1906,6730
1708,14219,1699,24881
1706,12378,1826,6976
2029,37854,2092,23929
1819,11272,2431,6867
2354,12883,1721,35069
1756,11640,1785,23742
1786,12354,1714,18582
1754,12874,1855,36839
2108,11747,1752,18229
1852,40070,2185,23068
1665,40400,1887,7732
2177,11905,1624,25389
2141,11543,2302,24266
1763,13379,1745,21011
1802,11545,1921,25284
1938,11779,1614,24649
1795,11006,1696,7049
1915,11628,1778,25358
1554,12524,1824,7115
1681,35142,1976,24654
2233,25563,1851,22338
2314,36134,1812,25202
1880,12577,2110,24725
1797,33526,1793,6988
1744,12349,1974,6653
1714,12821,2051,24433
1702,33074,1704,7063
2360,11466,2239,13103
1799,12523,1555,17446
1970,39696,1652,25993
2042,11690,2614,25378
1771,36809,1734,21563
2642,13896,2225,24724
1737,12443,1976,6902
1996,12504,1574,21665
1914,12937,1621,7098
1624,13643,1895,6519
1839,41499,1822,28029
1723,11460,1801,24297
1790,11986,1434,36039
1789,12337,1946,25963
2620,12657,2402,22400
2101,36683,2126,7308
1671,11722,1619,7462
1814,14574,1810,26406
1831,41624,2565,7383
1824,39550,1603,6178
2261,11984,1546,6912
2041,11706,1731,24103
2175,26858,2458,19712
1931,12618,2265,7501
1795,12564,1731,31843
2459,11310,1876,22452
1767,11734,1686,8511
2386,33322,1893,19017
1626,41849,1990,6857
1798,12749,2135,8013
2034,11658,1726,19369
2170,11830,1922,32416
2275,12552,2317,15289
1861,14545,1651,22609
1902,12752,1702,23973
1785,12135,1834,25755
2256,12114,2033,31302
1819,12417,1832,7382
1801,12091,1881,23875
1738,13304,2111,6373
1802,12644,1489,7589
1689,13219,1735,25268
1967,13523,2147,26334
1649,12669,1766,26450
2165,13072,2431,21996
1661,12035,1804,6348
1785,11439,1965,28868
1720,12848,1961,8030
1668,27190,1852,26759
1870,36597,1950,6430
1804,42114,1799,5986
1723,12837,2503,25826
2214,12111,1855,25928
1737,11669,1962,7067
1893,11395,1713,21797
1775,11561,1606,24597
2176,13345,2566,23142
1677,14030,2177,6985
1995,12018,1713,7042
2057,12518,1797,6810
1828,12345,1756,20428
2469,13608,1626,7756
2183,12219,1667,26522
1642,11939,1787,6407
1915,11772,1921,23252
2067,13051,1910,7196
2494,38851,1715,23309
1817,41040,2006,6453
1789,13275,1712,6859
1995,12163,2117,21578
1849,34586,2174,21336
1814,12510,1942,25662
1884,12433,1833,7066
2008,11796,2017,23687
1937,13325,1886,25472
1835,12982,2021,37369
1844,12026,2008,10737
1805,13452,1856,31915
2059,13981,1692,7255
1698,10678,1733,21684
1968,40972,1679,25520
1713,11882,2212,7240
1782,11781,1618,26327
1815,39954,1787,23139
1772,14436,1967,21812
1752,11703,1638,27309
2082,12545,1860,21736
1627,12620,1983,31097
1749,10954,1811,21546
1731,12612,1751,32264
1845,11794,1616,6114
2101,11424,1806,6941
2241,12257,1741,24710
1848,12834,1868,23530
1860,13607,1793,27264
1780,13037,2341,27932
1962,39960,1711,23780
2348,11902,1556,6460
2174,12449,2276,23122
1543,12337,1763,24007
1690,13433,1829,24214
1725,11716,2364,22972
1779,12447,1728,24160
3413,23114,2099,7598
2160,42616,1612,7635
1714,13559,1586,5999
1806,12684,1804,35648
1839,43187,1905,6931
2082,12315,1586,6710
1795,34616,1699,7240
1749,12045,2368,27968
2036,12410,1735,26625
1792,12737,1888,19690
1701,11666,1771,7897
1932,37384,1972,5844
1762,11420,1665,22533
2175,11564,1857,40472
1501,12327,1941,28661
2271,38599,1485,22542
1727,13128,1794,25331
1816,42117,2171,6956
1835,11329,1911,29160
1854,10930,1755,23438
1984,11717,1837,22323
1830,12164,2125,6294
1927,13002,1660,7123
1678,14725,2266,21693
1878,26172,1812,7495
1887,11561,1844,6810
1677,12472,1620,19493
1647,14473,1771,7175
1790,39334,1737,6719
1775,10956,2266,6998
1844,13805,1770,17368
2222,24055,1579,20351
1713,12088,1882,19026
2256,13083,1966,14856
1728,31819,1743,6439
1623,42016,1801,23898
1760,14035,2298,7958
1553,13098,1727,7568
1777,40610,2084,6969
2673,13082,2115,35270
1752,11618,1966,6676
1750,12412,1828,18505
2003,11580,1690,24434
1740,11995,1775,21618
1719,12737,2037,22995
2208,12331,1743,24590
2025,39567,1838,23718
2084,11128,1811,25581
1795,13579,1831,24166
1808,12047,1730,22399
1661,12886,1782,7926
2090,11437,2407,24146
1739,37433,1895,25018
1805,12097,1611,22684
1771,43218,1923,27686
1771,11880,1791,24372
1716,11103,1620,19011
1797,39245,1761,6440
1963,34805,1851,9665
2157,11290,1930,31592
1732,27425,1844,21645
1947,10143,1728,25408
1887,11109,2075,15821
1785,11949,1788,33257
1622,12486,1686,35570
1842,13286,1868,8988
1703,29162,2565,23781
2217,12063,2464,19821
1838,11998,1727,6772
1766,12870,1784,8074
2202,11939,2223,20970
2153,37656,1791,24401
1647,12332,1909,29399
1748,12643,1856,8661
1825,12426,1651,27337
1729,12269,1777,26677
1787,12512,1824,23945
1601,12850,2264,7170
1736,11853,2153,6926
1943,31238,1649,27103
1684,11568,2432,29741
2058,11806,1705,28990
2402,12967,1775,22586
2549,13227,2061,23819
2663,11606,2458,7713
1951,34878,2263,5950
1741,11993,2439,33575
1880,33446,1809,6977
2210,39739,1860,27898
1849,12597,1690,28920
2307,12599,1667,13784
1684,11967,2082,19793
1613,13250,2343,24558
2358,13066,1667,25556
1768,13424,1551,7319
1894,34582,2090,6766
2471,11392,1771,20753
1765,11938,2211,27356
2123,12311,1805,14309
